"Plot Title: 10720196"
"#","Date Time, GMT+02:00","Low Range, μS/cm (LGR S/N: 10720196, SEN S/N: 10720196)","Temp, °C (LGR S/N: 10720196, SEN S/N: 10720196)"
14204,07/22/16 11:01:02 em,14.9,19.36
14205,07/22/16 11:01:03 em,15.0,19.36
14206,07/22/16 11:01:04 em,14.9,19.37
14207,07/22/16 11:01:05 em,14.9,19.37
14208,07/22/16 11:01:06 em,14.9,19.37
14209,07/22/16 11:01:07 em,15.0,19.37
14210,07/22/16 11:01:08 em,14.9,19.37
14211,07/22/16 11:01:09 em,14.9,19.37
14212,07/22/16 11:01:10 em,14.9,19.37
14213,07/22/16 11:01:11 em,15.0,19.37
14214,07/22/16 11:01:12 em,15.0,19.37
14215,07/22/16 11:01:13 em,14.9,19.36
14216,07/22/16 11:01:14 em,14.9,19.37
14217,07/22/16 11:01:15 em,15.0,19.37
14218,07/22/16 11:01:16 em,15.0,19.36
14219,07/22/16 11:01:17 em,14.9,19.36
14220,07/22/16 11:01:18 em,15.0,19.37
14221,07/22/16 11:01:19 em,14.9,19.37
14222,07/22/16 11:01:20 em,14.9,19.37
14223,07/22/16 11:01:21 em,15.0,19.37
14224,07/22/16 11:01:22 em,14.9,19.37
14225,07/22/16 11:01:23 em,14.9,19.37
14226,07/22/16 11:01:24 em,14.9,19.37
14227,07/22/16 11:01:25 em,14.9,19.36
14228,07/22/16 11:01:26 em,15.0,19.37
14229,07/22/16 11:01:27 em,14.9,19.37
14230,07/22/16 11:01:28 em,14.9,19.37
14231,07/22/16 11:01:29 em,15.0,19.37
14232,07/22/16 11:01:30 em,14.9,19.36
14233,07/22/16 11:01:31 em,14.9,19.37
14234,07/22/16 11:01:32 em,15.0,19.37
14235,07/22/16 11:01:33 em,14.9,19.37
14236,07/22/16 11:01:34 em,15.0,19.37
14237,07/22/16 11:01:35 em,15.0,19.37
14238,07/22/16 11:01:36 em,14.9,19.37
14239,07/22/16 11:01:37 em,14.9,19.37
14240,07/22/16 11:01:38 em,14.9,19.37
14241,07/22/16 11:01:39 em,15.0,19.37
14242,07/22/16 11:01:40 em,14.9,19.37
14243,07/22/16 11:01:41 em,14.9,19.36
14244,07/22/16 11:01:42 em,14.9,19.37
14245,07/22/16 11:01:43 em,15.0,19.37
14246,07/22/16 11:01:44 em,14.9,19.37
14247,07/22/16 11:01:45 em,15.0,19.37
14248,07/22/16 11:01:46 em,14.9,19.36
14249,07/22/16 11:01:47 em,14.9,19.37
14250,07/22/16 11:01:48 em,14.9,19.36
14251,07/22/16 11:01:49 em,14.9,19.36
14252,07/22/16 11:01:50 em,15.0,19.37
14253,07/22/16 11:01:51 em,14.9,19.37
14254,07/22/16 11:01:52 em,15.0,19.37
14255,07/22/16 11:01:53 em,14.9,19.37
14256,07/22/16 11:01:54 em,14.9,19.37
14257,07/22/16 11:01:55 em,14.9,19.37
14258,07/22/16 11:01:56 em,14.9,19.37
14259,07/22/16 11:01:57 em,14.9,19.37
14260,07/22/16 11:01:58 em,14.9,19.37
14261,07/22/16 11:01:59 em,15.0,19.37
14262,07/22/16 11:02:00 em,14.9,19.37
14263,07/22/16 11:02:01 em,14.9,19.37
14264,07/22/16 11:02:02 em,14.9,19.37
14265,07/22/16 11:02:03 em,14.9,19.37
14266,07/22/16 11:02:04 em,14.9,19.37
14267,07/22/16 11:02:05 em,14.9,19.37
14268,07/22/16 11:02:06 em,14.9,19.36
14269,07/22/16 11:02:07 em,15.0,19.37
14270,07/22/16 11:02:08 em,15.0,19.37
14271,07/22/16 11:02:09 em,14.9,19.36
14272,07/22/16 11:02:10 em,14.9,19.37
14273,07/22/16 11:02:11 em,15.0,19.37
14274,07/22/16 11:02:12 em,14.9,19.37
14275,07/22/16 11:02:13 em,14.9,19.36
14276,07/22/16 11:02:14 em,14.9,19.37
14277,07/22/16 11:02:15 em,14.9,19.37
14278,07/22/16 11:02:16 em,14.9,19.37
14279,07/22/16 11:02:17 em,14.9,19.37
14280,07/22/16 11:02:18 em,14.9,19.37
14281,07/22/16 11:02:19 em,15.0,19.37
14282,07/22/16 11:02:20 em,15.0,19.37
14283,07/22/16 11:02:21 em,15.0,19.37
14284,07/22/16 11:02:22 em,14.9,19.37
14285,07/22/16 11:02:23 em,14.9,19.37
14286,07/22/16 11:02:24 em,15.0,19.37
14287,07/22/16 11:02:25 em,14.9,19.37
14288,07/22/16 11:02:26 em,15.0,19.37
14289,07/22/16 11:02:27 em,14.9,19.37
14290,07/22/16 11:02:28 em,15.0,19.37
14291,07/22/16 11:02:29 em,14.9,19.37
14292,07/22/16 11:02:30 em,14.9,19.37
14293,07/22/16 11:02:31 em,14.9,19.37
14294,07/22/16 11:02:32 em,14.9,19.37
14295,07/22/16 11:02:33 em,15.0,19.37
14296,07/22/16 11:02:34 em,14.9,19.37
14297,07/22/16 11:02:35 em,15.0,19.37
14298,07/22/16 11:02:36 em,15.0,19.37
14299,07/22/16 11:02:37 em,15.0,19.37
14300,07/22/16 11:02:38 em,15.0,19.37
14301,07/22/16 11:02:39 em,14.9,19.37
14302,07/22/16 11:02:40 em,14.9,19.37
14303,07/22/16 11:02:41 em,14.9,19.37
14304,07/22/16 11:02:42 em,14.9,19.37
14305,07/22/16 11:02:43 em,14.9,19.37
14306,07/22/16 11:02:44 em,15.0,19.37
14307,07/22/16 11:02:45 em,14.9,19.37
14308,07/22/16 11:02:46 em,14.9,19.37
14309,07/22/16 11:02:47 em,15.0,19.37
14310,07/22/16 11:02:48 em,14.9,19.37
14311,07/22/16 11:02:49 em,14.9,19.36
14312,07/22/16 11:02:50 em,14.9,19.37
14313,07/22/16 11:02:51 em,14.9,19.37
14314,07/22/16 11:02:52 em,14.9,19.37
14315,07/22/16 11:02:53 em,15.0,19.37
14316,07/22/16 11:02:54 em,15.0,19.37
14317,07/22/16 11:02:55 em,14.9,19.37
14318,07/22/16 11:02:56 em,15.0,19.37
14319,07/22/16 11:02:57 em,14.9,19.36
14320,07/22/16 11:02:58 em,15.0,19.37
14321,07/22/16 11:02:59 em,14.9,19.37
14322,07/22/16 11:03:00 em,15.0,19.37
14323,07/22/16 11:03:01 em,14.9,19.37
14324,07/22/16 11:03:02 em,14.9,19.37
14325,07/22/16 11:03:03 em,14.9,19.37
14326,07/22/16 11:03:04 em,14.9,19.37
14327,07/22/16 11:03:05 em,15.0,19.37
14328,07/22/16 11:03:06 em,15.0,19.36
14329,07/22/16 11:03:07 em,14.9,19.37
14330,07/22/16 11:03:08 em,15.0,19.37
14331,07/22/16 11:03:09 em,15.0,19.37
14332,07/22/16 11:03:10 em,14.9,19.37
14333,07/22/16 11:03:11 em,15.0,19.37
14334,07/22/16 11:03:12 em,14.9,19.37
14335,07/22/16 11:03:13 em,14.9,19.37
14336,07/22/16 11:03:14 em,14.9,19.37
14337,07/22/16 11:03:15 em,15.0,19.37
14338,07/22/16 11:03:16 em,15.0,19.37
14339,07/22/16 11:03:17 em,15.0,19.37
14340,07/22/16 11:03:18 em,15.0,19.37
14341,07/22/16 11:03:19 em,15.0,19.37
14342,07/22/16 11:03:20 em,15.0,19.37
14343,07/22/16 11:03:21 em,15.0,19.37
14344,07/22/16 11:03:22 em,15.0,19.37
14345,07/22/16 11:03:23 em,15.0,19.37
14346,07/22/16 11:03:24 em,15.0,19.37
14347,07/22/16 11:03:25 em,14.9,19.37
14348,07/22/16 11:03:26 em,14.9,19.37
14349,07/22/16 11:03:27 em,15.0,19.37
14350,07/22/16 11:03:28 em,14.9,19.37
14351,07/22/16 11:03:29 em,14.9,19.37
14352,07/22/16 11:03:30 em,15.0,19.37
14353,07/22/16 11:03:31 em,15.0,19.37
14354,07/22/16 11:03:32 em,14.9,19.37
14355,07/22/16 11:03:33 em,14.9,19.37
14356,07/22/16 11:03:34 em,14.9,19.37
14357,07/22/16 11:03:35 em,14.9,19.37
14358,07/22/16 11:03:36 em,14.9,19.37
14359,07/22/16 11:03:37 em,14.8,19.37
14360,07/22/16 11:03:38 em,15.0,19.37
14361,07/22/16 11:03:39 em,15.0,19.37
14362,07/22/16 11:03:40 em,14.9,19.37
14363,07/22/16 11:03:41 em,14.9,19.37
14364,07/22/16 11:03:42 em,14.9,19.37
14365,07/22/16 11:03:43 em,15.0,19.37
14366,07/22/16 11:03:44 em,15.0,19.37
14367,07/22/16 11:03:45 em,14.9,19.37
14368,07/22/16 11:03:46 em,15.0,19.37
14369,07/22/16 11:03:47 em,14.9,19.37
14370,07/22/16 11:03:48 em,14.9,19.37
14371,07/22/16 11:03:49 em,14.9,19.37
14372,07/22/16 11:03:50 em,14.9,19.37
14373,07/22/16 11:03:51 em,14.9,19.37
14374,07/22/16 11:03:52 em,14.9,19.37
14375,07/22/16 11:03:53 em,14.9,19.37
14376,07/22/16 11:03:54 em,15.0,19.37
14377,07/22/16 11:03:55 em,14.9,19.37
14378,07/22/16 11:03:56 em,15.0,19.37
14379,07/22/16 11:03:57 em,14.9,19.37
14380,07/22/16 11:03:58 em,15.0,19.37
14381,07/22/16 11:03:59 em,14.9,19.37
14382,07/22/16 11:04:00 em,15.0,19.37
14383,07/22/16 11:04:01 em,15.0,19.37
14384,07/22/16 11:04:02 em,15.0,19.37
14385,07/22/16 11:04:03 em,15.0,19.37
14386,07/22/16 11:04:04 em,14.9,19.37
14387,07/22/16 11:04:05 em,15.0,19.37
14388,07/22/16 11:04:06 em,15.0,19.37
14389,07/22/16 11:04:07 em,14.9,19.37
14390,07/22/16 11:04:08 em,14.9,19.37
14391,07/22/16 11:04:09 em,15.0,19.37
14392,07/22/16 11:04:10 em,15.0,19.37
14393,07/22/16 11:04:11 em,15.0,19.37
14394,07/22/16 11:04:12 em,15.0,19.37
14395,07/22/16 11:04:13 em,14.9,19.37
14396,07/22/16 11:04:14 em,14.9,19.37
14397,07/22/16 11:04:15 em,14.9,19.37
14398,07/22/16 11:04:16 em,14.9,19.37
14399,07/22/16 11:04:17 em,15.0,19.37
14400,07/22/16 11:04:18 em,14.9,19.37
14401,07/22/16 11:04:19 em,15.0,19.37
14402,07/22/16 11:04:20 em,14.9,19.37
14403,07/22/16 11:04:21 em,15.0,19.37
14404,07/22/16 11:04:22 em,14.9,19.37
14405,07/22/16 11:04:23 em,15.0,19.37
14406,07/22/16 11:04:24 em,14.9,19.37
14407,07/22/16 11:04:25 em,14.9,19.37
14408,07/22/16 11:04:26 em,15.0,19.37
14409,07/22/16 11:04:27 em,14.9,19.37
14410,07/22/16 11:04:28 em,14.9,19.37
14411,07/22/16 11:04:29 em,15.0,19.37
14412,07/22/16 11:04:30 em,15.0,19.37
14413,07/22/16 11:04:31 em,14.9,19.37
14414,07/22/16 11:04:32 em,14.9,19.37
14415,07/22/16 11:04:33 em,14.9,19.37
14416,07/22/16 11:04:34 em,15.0,19.37
14417,07/22/16 11:04:35 em,14.9,19.37
14418,07/22/16 11:04:36 em,14.9,19.37
14419,07/22/16 11:04:37 em,15.0,19.37
14420,07/22/16 11:04:38 em,15.0,19.37
14421,07/22/16 11:04:39 em,14.9,19.37
14422,07/22/16 11:04:40 em,14.9,19.37
14423,07/22/16 11:04:41 em,15.0,19.37
14424,07/22/16 11:04:42 em,14.9,19.37
14425,07/22/16 11:04:43 em,14.9,19.37
14426,07/22/16 11:04:44 em,14.9,19.37
14427,07/22/16 11:04:45 em,15.0,19.37
14428,07/22/16 11:04:46 em,14.9,19.37
14429,07/22/16 11:04:47 em,14.9,19.37
14430,07/22/16 11:04:48 em,14.9,19.37
14431,07/22/16 11:04:49 em,15.0,19.37
14432,07/22/16 11:04:50 em,15.0,19.37
14433,07/22/16 11:04:51 em,15.0,19.37
14434,07/22/16 11:04:52 em,14.9,19.37
14435,07/22/16 11:04:53 em,14.9,19.37
14436,07/22/16 11:04:54 em,14.9,19.37
14437,07/22/16 11:04:55 em,14.9,19.37
14438,07/22/16 11:04:56 em,15.0,19.37
14439,07/22/16 11:04:57 em,14.9,19.37
14440,07/22/16 11:04:58 em,14.9,19.37
14441,07/22/16 11:04:59 em,14.9,19.37
14442,07/22/16 11:05:00 em,14.9,19.37
14443,07/22/16 11:05:01 em,14.9,19.37
14444,07/22/16 11:05:02 em,14.9,19.37
14445,07/22/16 11:05:03 em,15.0,19.37
14446,07/22/16 11:05:04 em,15.0,19.37
14447,07/22/16 11:05:05 em,15.0,19.37
14448,07/22/16 11:05:06 em,15.0,19.37
14449,07/22/16 11:05:07 em,15.0,19.37
14450,07/22/16 11:05:08 em,15.0,19.37
14451,07/22/16 11:05:09 em,14.9,19.37
14452,07/22/16 11:05:10 em,14.9,19.37
14453,07/22/16 11:05:11 em,15.0,19.37
14454,07/22/16 11:05:12 em,15.0,19.37
14455,07/22/16 11:05:13 em,15.0,19.37
14456,07/22/16 11:05:14 em,14.9,19.37
14457,07/22/16 11:05:15 em,15.0,19.37
14458,07/22/16 11:05:16 em,14.9,19.37
14459,07/22/16 11:05:17 em,14.9,19.37
14460,07/22/16 11:05:18 em,14.9,19.37
14461,07/22/16 11:05:19 em,14.9,19.37
14462,07/22/16 11:05:20 em,14.9,19.37
14463,07/22/16 11:05:21 em,15.0,19.37
14464,07/22/16 11:05:22 em,14.9,19.37
14465,07/22/16 11:05:23 em,14.9,19.37
14466,07/22/16 11:05:24 em,15.0,19.37
14467,07/22/16 11:05:25 em,14.9,19.37
14468,07/22/16 11:05:26 em,15.0,19.37
14469,07/22/16 11:05:27 em,15.0,19.37
14470,07/22/16 11:05:28 em,14.9,19.37
14471,07/22/16 11:05:29 em,15.0,19.37
14472,07/22/16 11:05:30 em,14.9,19.37
14473,07/22/16 11:05:31 em,15.0,19.37
14474,07/22/16 11:05:32 em,15.0,19.37
14475,07/22/16 11:05:33 em,15.0,19.37
14476,07/22/16 11:05:34 em,14.9,19.37
14477,07/22/16 11:05:35 em,14.9,19.37
14478,07/22/16 11:05:36 em,14.9,19.37
14479,07/22/16 11:05:37 em,15.0,19.37
14480,07/22/16 11:05:38 em,14.9,19.37
14481,07/22/16 11:05:39 em,15.0,19.37
14482,07/22/16 11:05:40 em,14.9,19.37
14483,07/22/16 11:05:41 em,15.0,19.37
14484,07/22/16 11:05:42 em,14.9,19.37
14485,07/22/16 11:05:43 em,15.0,19.37
14486,07/22/16 11:05:44 em,14.9,19.37
14487,07/22/16 11:05:45 em,14.9,19.37
14488,07/22/16 11:05:46 em,15.0,19.37
14489,07/22/16 11:05:47 em,15.0,19.37
14490,07/22/16 11:05:48 em,15.0,19.37
14491,07/22/16 11:05:49 em,14.9,19.37
14492,07/22/16 11:05:50 em,14.9,19.37
14493,07/22/16 11:05:51 em,14.9,19.37
14494,07/22/16 11:05:52 em,14.9,19.37
14495,07/22/16 11:05:53 em,15.0,19.37
14496,07/22/16 11:05:54 em,15.0,19.37
14497,07/22/16 11:05:55 em,14.9,19.37
14498,07/22/16 11:05:56 em,14.9,19.37
14499,07/22/16 11:05:57 em,14.9,19.37
14500,07/22/16 11:05:58 em,15.0,19.37
14501,07/22/16 11:05:59 em,15.0,19.37
14502,07/22/16 11:06:00 em,15.0,19.37
14503,07/22/16 11:06:01 em,14.9,19.37
14504,07/22/16 11:06:02 em,15.0,19.37
14505,07/22/16 11:06:03 em,14.9,19.37
14506,07/22/16 11:06:04 em,15.0,19.37
14507,07/22/16 11:06:05 em,14.9,19.37
14508,07/22/16 11:06:06 em,14.9,19.37
14509,07/22/16 11:06:07 em,14.9,19.37
14510,07/22/16 11:06:08 em,15.0,19.37
14511,07/22/16 11:06:09 em,14.9,19.37
14512,07/22/16 11:06:10 em,14.9,19.37
14513,07/22/16 11:06:11 em,14.9,19.37
14514,07/22/16 11:06:12 em,15.0,19.37
14515,07/22/16 11:06:13 em,15.0,19.37
14516,07/22/16 11:06:14 em,14.9,19.37
14517,07/22/16 11:06:15 em,15.0,19.37
14518,07/22/16 11:06:16 em,14.9,19.37
14519,07/22/16 11:06:17 em,14.9,19.37
14520,07/22/16 11:06:18 em,14.9,19.37
14521,07/22/16 11:06:19 em,14.9,19.37
14522,07/22/16 11:06:20 em,14.9,19.37
14523,07/22/16 11:06:21 em,14.9,19.37
14524,07/22/16 11:06:22 em,15.0,19.37
14525,07/22/16 11:06:23 em,15.0,19.37
14526,07/22/16 11:06:24 em,14.9,19.37
14527,07/22/16 11:06:25 em,15.0,19.37
14528,07/22/16 11:06:26 em,15.0,19.37
14529,07/22/16 11:06:27 em,15.0,19.37
14530,07/22/16 11:06:28 em,14.9,19.37
14531,07/22/16 11:06:29 em,14.9,19.37
14532,07/22/16 11:06:30 em,15.0,19.37
14533,07/22/16 11:06:31 em,14.9,19.37
14534,07/22/16 11:06:32 em,15.0,19.37
14535,07/22/16 11:06:33 em,14.9,19.37
14536,07/22/16 11:06:34 em,15.0,19.37
14537,07/22/16 11:06:35 em,14.9,19.37
14538,07/22/16 11:06:36 em,14.9,19.37
14539,07/22/16 11:06:37 em,15.0,19.37
14540,07/22/16 11:06:38 em,15.0,19.37
14541,07/22/16 11:06:39 em,15.0,19.37
14542,07/22/16 11:06:40 em,14.9,19.37
14543,07/22/16 11:06:41 em,14.9,19.37
14544,07/22/16 11:06:42 em,14.9,19.37
14545,07/22/16 11:06:43 em,14.9,19.37
14546,07/22/16 11:06:44 em,15.0,19.37
14547,07/22/16 11:06:45 em,14.9,19.37
14548,07/22/16 11:06:46 em,14.9,19.37
14549,07/22/16 11:06:47 em,14.9,19.37
14550,07/22/16 11:06:48 em,14.9,19.37
14551,07/22/16 11:06:49 em,15.0,19.37
14552,07/22/16 11:06:50 em,14.9,19.37
14553,07/22/16 11:06:51 em,14.9,19.37
14554,07/22/16 11:06:52 em,15.0,19.37
14555,07/22/16 11:06:53 em,15.0,19.37
14556,07/22/16 11:06:54 em,14.9,19.37
14557,07/22/16 11:06:55 em,15.0,19.37
14558,07/22/16 11:06:56 em,15.0,19.37
14559,07/22/16 11:06:57 em,15.0,19.37
14560,07/22/16 11:06:58 em,14.9,19.37
14561,07/22/16 11:06:59 em,14.9,19.37
14562,07/22/16 11:07:00 em,14.9,19.37
14563,07/22/16 11:07:01 em,14.9,19.37
14564,07/22/16 11:07:02 em,15.0,19.37
14565,07/22/16 11:07:03 em,15.0,19.37
14566,07/22/16 11:07:04 em,14.9,19.37
14567,07/22/16 11:07:05 em,15.0,19.37
14568,07/22/16 11:07:06 em,14.9,19.37
14569,07/22/16 11:07:07 em,15.0,19.37
14570,07/22/16 11:07:08 em,14.9,19.37
14571,07/22/16 11:07:09 em,15.0,19.37
14572,07/22/16 11:07:10 em,14.9,19.37
14573,07/22/16 11:07:11 em,15.0,19.37
14574,07/22/16 11:07:12 em,14.9,19.37
14575,07/22/16 11:07:13 em,14.9,19.37
14576,07/22/16 11:07:14 em,15.0,19.37
14577,07/22/16 11:07:15 em,15.0,19.37
14578,07/22/16 11:07:16 em,14.9,19.37
14579,07/22/16 11:07:17 em,14.9,19.37
14580,07/22/16 11:07:18 em,15.0,19.37
14581,07/22/16 11:07:19 em,14.9,19.37
14582,07/22/16 11:07:20 em,14.9,19.37
14583,07/22/16 11:07:21 em,14.9,19.37
14584,07/22/16 11:07:22 em,15.0,19.37
14585,07/22/16 11:07:23 em,14.9,19.37
14586,07/22/16 11:07:24 em,14.9,19.37
14587,07/22/16 11:07:25 em,14.9,19.37
14588,07/22/16 11:07:26 em,14.9,19.37
14589,07/22/16 11:07:27 em,15.0,19.37
14590,07/22/16 11:07:28 em,14.9,19.37
14591,07/22/16 11:07:29 em,14.9,19.37
14592,07/22/16 11:07:30 em,14.9,19.37
14593,07/22/16 11:07:31 em,15.0,19.37
14594,07/22/16 11:07:32 em,14.9,19.37
14595,07/22/16 11:07:33 em,14.9,19.37
14596,07/22/16 11:07:34 em,15.0,19.37
14597,07/22/16 11:07:35 em,14.9,19.37
14598,07/22/16 11:07:36 em,14.9,19.37
14599,07/22/16 11:07:37 em,14.9,19.37
14600,07/22/16 11:07:38 em,15.0,19.37
14601,07/22/16 11:07:39 em,14.9,19.37
14602,07/22/16 11:07:40 em,14.9,19.37
14603,07/22/16 11:07:41 em,15.0,19.37
14604,07/22/16 11:07:42 em,14.9,19.37
14605,07/22/16 11:07:43 em,15.0,19.37
14606,07/22/16 11:07:44 em,15.0,19.37
14607,07/22/16 11:07:45 em,15.0,19.37
14608,07/22/16 11:07:46 em,14.9,19.37
14609,07/22/16 11:07:47 em,14.9,19.37
14610,07/22/16 11:07:48 em,15.0,19.37
14611,07/22/16 11:07:49 em,14.9,19.37
14612,07/22/16 11:07:50 em,15.0,19.37
14613,07/22/16 11:07:51 em,14.9,19.37
14614,07/22/16 11:07:52 em,15.0,19.37
14615,07/22/16 11:07:53 em,15.0,19.37
14616,07/22/16 11:07:54 em,15.0,19.37
14617,07/22/16 11:07:55 em,14.9,19.37
14618,07/22/16 11:07:56 em,14.9,19.37
14619,07/22/16 11:07:57 em,15.0,19.37
14620,07/22/16 11:07:58 em,15.0,19.37
14621,07/22/16 11:07:59 em,14.9,19.37
14622,07/22/16 11:08:00 em,15.0,19.37
14623,07/22/16 11:08:01 em,15.0,19.37
14624,07/22/16 11:08:02 em,15.0,19.37
14625,07/22/16 11:08:03 em,14.9,19.37
14626,07/22/16 11:08:04 em,15.0,19.37
14627,07/22/16 11:08:05 em,14.9,19.37
14628,07/22/16 11:08:06 em,15.0,19.37
14629,07/22/16 11:08:07 em,15.0,19.37
14630,07/22/16 11:08:08 em,15.0,19.37
14631,07/22/16 11:08:09 em,14.9,19.37
14632,07/22/16 11:08:10 em,14.9,19.37
14633,07/22/16 11:08:11 em,14.9,19.37
14634,07/22/16 11:08:12 em,14.9,19.37
14635,07/22/16 11:08:13 em,14.9,19.37
14636,07/22/16 11:08:14 em,15.0,19.37
14637,07/22/16 11:08:15 em,15.0,19.37
14638,07/22/16 11:08:16 em,15.0,19.37
14639,07/22/16 11:08:17 em,15.0,19.37
14640,07/22/16 11:08:18 em,15.0,19.37
14641,07/22/16 11:08:19 em,14.9,19.37
14642,07/22/16 11:08:20 em,14.9,19.37
14643,07/22/16 11:08:21 em,14.9,19.37
14644,07/22/16 11:08:22 em,14.9,19.37
14645,07/22/16 11:08:23 em,14.9,19.37
14646,07/22/16 11:08:24 em,14.9,19.37
14647,07/22/16 11:08:25 em,14.9,19.37
14648,07/22/16 11:08:26 em,14.9,19.37
14649,07/22/16 11:08:27 em,15.0,19.37
14650,07/22/16 11:08:28 em,14.9,19.37
14651,07/22/16 11:08:29 em,15.0,19.37
14652,07/22/16 11:08:30 em,15.0,19.37
14653,07/22/16 11:08:31 em,15.0,19.37
14654,07/22/16 11:08:32 em,15.0,19.37
14655,07/22/16 11:08:33 em,14.9,19.37
14656,07/22/16 11:08:34 em,14.9,19.37
14657,07/22/16 11:08:35 em,15.0,19.37
14658,07/22/16 11:08:36 em,15.0,19.37
14659,07/22/16 11:08:37 em,14.9,19.37
14660,07/22/16 11:08:38 em,14.9,19.37
14661,07/22/16 11:08:39 em,14.9,19.37
14662,07/22/16 11:08:40 em,14.9,19.37
14663,07/22/16 11:08:41 em,14.9,19.37
14664,07/22/16 11:08:42 em,14.9,19.37
14665,07/22/16 11:08:43 em,14.9,19.37
14666,07/22/16 11:08:44 em,15.0,19.37
14667,07/22/16 11:08:45 em,14.9,19.37
14668,07/22/16 11:08:46 em,14.9,19.37
14669,07/22/16 11:08:47 em,14.9,19.37
14670,07/22/16 11:08:48 em,15.0,19.37
14671,07/22/16 11:08:49 em,15.0,19.37
14672,07/22/16 11:08:50 em,14.9,19.37
14673,07/22/16 11:08:51 em,14.9,19.37
14674,07/22/16 11:08:52 em,15.0,19.37
14675,07/22/16 11:08:53 em,15.0,19.37
14676,07/22/16 11:08:54 em,14.9,19.37
14677,07/22/16 11:08:55 em,14.9,19.37
14678,07/22/16 11:08:56 em,14.9,19.37
14679,07/22/16 11:08:57 em,14.9,19.37
14680,07/22/16 11:08:58 em,14.9,19.37
14681,07/22/16 11:08:59 em,14.9,19.37
14682,07/22/16 11:09:00 em,15.0,19.37
14683,07/22/16 11:09:01 em,14.9,19.37
14684,07/22/16 11:09:02 em,14.9,19.37
14685,07/22/16 11:09:03 em,15.0,19.37
14686,07/22/16 11:09:04 em,15.0,19.37
14687,07/22/16 11:09:05 em,15.0,19.37
14688,07/22/16 11:09:06 em,14.9,19.37
14689,07/22/16 11:09:07 em,14.9,19.37
14690,07/22/16 11:09:08 em,14.9,19.37
14691,07/22/16 11:09:09 em,14.9,19.37
14692,07/22/16 11:09:10 em,14.9,19.37
14693,07/22/16 11:09:11 em,14.9,19.37
14694,07/22/16 11:09:12 em,14.9,19.37
14695,07/22/16 11:09:13 em,14.9,19.37
14696,07/22/16 11:09:14 em,14.9,19.37
14697,07/22/16 11:09:15 em,14.9,19.37
14698,07/22/16 11:09:16 em,14.9,19.37
14699,07/22/16 11:09:17 em,15.0,19.37
14700,07/22/16 11:09:18 em,14.9,19.37
14701,07/22/16 11:09:19 em,14.9,19.37
14702,07/22/16 11:09:20 em,14.9,19.37
14703,07/22/16 11:09:21 em,15.0,19.37
14704,07/22/16 11:09:22 em,15.0,19.37
14705,07/22/16 11:09:23 em,14.9,19.37
14706,07/22/16 11:09:24 em,15.0,19.37
14707,07/22/16 11:09:25 em,14.9,19.37
14708,07/22/16 11:09:26 em,14.9,19.37
14709,07/22/16 11:09:27 em,15.0,19.37
14710,07/22/16 11:09:28 em,15.0,19.37
14711,07/22/16 11:09:29 em,15.0,19.37
14712,07/22/16 11:09:30 em,14.9,19.37
14713,07/22/16 11:09:31 em,14.9,19.37
14714,07/22/16 11:09:32 em,14.9,19.37
14715,07/22/16 11:09:33 em,14.9,19.37
14716,07/22/16 11:09:34 em,14.9,19.37
14717,07/22/16 11:09:35 em,14.9,19.37
14718,07/22/16 11:09:36 em,14.9,19.37
14719,07/22/16 11:09:37 em,14.9,19.37
14720,07/22/16 11:09:38 em,14.9,19.37
14721,07/22/16 11:09:39 em,14.9,19.37
14722,07/22/16 11:09:40 em,14.9,19.37
14723,07/22/16 11:09:41 em,15.0,19.37
14724,07/22/16 11:09:42 em,15.0,19.37
14725,07/22/16 11:09:43 em,15.0,19.37
14726,07/22/16 11:09:44 em,14.9,19.37
14727,07/22/16 11:09:45 em,15.0,19.37
14728,07/22/16 11:09:46 em,14.9,19.37
14729,07/22/16 11:09:47 em,15.0,19.37
14730,07/22/16 11:09:48 em,14.9,19.37
14731,07/22/16 11:09:49 em,14.9,19.37
14732,07/22/16 11:09:50 em,15.0,19.37
14733,07/22/16 11:09:51 em,14.9,19.37
14734,07/22/16 11:09:52 em,15.0,19.37
14735,07/22/16 11:09:53 em,14.9,19.37
14736,07/22/16 11:09:54 em,14.9,19.37
14737,07/22/16 11:09:55 em,15.0,19.37
14738,07/22/16 11:09:56 em,14.9,19.37
14739,07/22/16 11:09:57 em,14.9,19.37
14740,07/22/16 11:09:58 em,15.0,19.37
14741,07/22/16 11:09:59 em,14.9,19.37
14742,07/22/16 11:10:00 em,14.9,19.37
14743,07/22/16 11:10:01 em,14.9,19.37
14744,07/22/16 11:10:02 em,15.0,19.37
14745,07/22/16 11:10:03 em,15.0,19.37
14746,07/22/16 11:10:04 em,15.0,19.37
14747,07/22/16 11:10:05 em,14.9,19.37
14748,07/22/16 11:10:06 em,15.0,19.37
14749,07/22/16 11:10:07 em,15.0,19.37
14750,07/22/16 11:10:08 em,14.9,19.37
14751,07/22/16 11:10:09 em,14.9,19.37
14752,07/22/16 11:10:10 em,15.0,19.37
14753,07/22/16 11:10:11 em,14.9,19.37
14754,07/22/16 11:10:12 em,15.0,19.37
14755,07/22/16 11:10:13 em,15.0,19.37
14756,07/22/16 11:10:14 em,14.9,19.37
14757,07/22/16 11:10:15 em,14.9,19.37
14758,07/22/16 11:10:16 em,14.9,19.39
14759,07/22/16 11:10:17 em,15.0,19.37
